id,name,city,position,color
PH137605137,Barangay 137,PASAY CITY,"{'lat': 14.54219592416671, 'lng': 121.00902593816676}",#94a3b8
PH137605138,Barangay 138,PASAY CITY,"{'lat': 14.541390605600043, 'lng': 121.0070604142001}",#94a3b8
PH137605139,Barangay 139,PASAY CITY,"{'lat': 14.540705472400054, 'lng': 121.00680636160007}",#f472b6
PH137605140,Barangay 140,PASAY CITY,"{'lat': 14.540052729400042, 'lng': 121.00650350100007}",#fb7185
PH137605141,Barangay 141,PASAY CITY,"{'lat': 14.539366071000046, 'lng': 121.00605987366674}",#a3e635
PH137605142,Barangay 142,PASAY CITY,"{'lat': 14.538421835800046, 'lng': 121.00580889520003}",#22d3ee
PH137605143,Barangay 143,PASAY CITY,"{'lat': 14.540019143545505, 'lng': 121.00782640118192}",#f472b6
PH137605144,Barangay 144,PASAY CITY,"{'lat': 14.539347650875058, 'lng': 121.00970226212507}",#27272a
PH137605145,Barangay 145,PASAY CITY,"{'lat': 14.534139038500054, 'lng': 120.99991894678578}",#27272a
PH137605146,Barangay 146,PASAY CITY,"{'lat': 14.536185216875062, 'lng': 121.00113316475006}",#a78bfa
PH137605147,Barangay 147,PASAY CITY,"{'lat': 14.53648527857149, 'lng': 121.00262750428577}",#fb7185
PH137605148,Barangay 148,PASAY CITY,"{'lat': 14.533536964181875, 'lng': 121.00276215181822}",#fb7185
PH137605149,Barangay 149,PASAY CITY,"{'lat': 14.535215919444498, 'lng': 121.00378674711116}",#94a3b8
PH137605150,Barangay 150,PASAY CITY,"{'lat': 14.53693895400005, 'lng': 121.00384570285722}",#f472b6
PH137605151,Barangay 151,PASAY CITY,"{'lat': 14.537143959200046, 'lng': 121.00491057860006}",#a3e635
PH137605152,Barangay 152,PASAY CITY,"{'lat': 14.53745272470004, 'lng': 121.00644285970004}",#f472b6
PH137605153,Barangay 153,PASAY CITY,"{'lat': 14.536375579888935, 'lng': 121.0050671836667}",#a3e635
PH137605154,Barangay 154,PASAY CITY,"{'lat': 14.535563178400036, 'lng': 121.00460887800004}",#94a3b8
PH137605155,Barangay 155,PASAY CITY,"{'lat': 14.534843530272775, 'lng': 121.00491429400005}",#22d3ee
PH137605156,Barangay 156,PASAY CITY,"{'lat': 14.53341035911117, 'lng': 121.0044067533334}",#a3e635
PH137605157,Barangay 157,PASAY CITY,"{'lat': 14.53596489866671, 'lng': 121.00631286150006}",#22d3ee
PH137605158,Barangay 158,PASAY CITY,"{'lat': 14.537401860333388, 'lng': 121.00794844833341}",#a78bfa
PH137605159,Barangay 159,PASAY CITY,"{'lat': 14.537925585714333, 'lng': 121.00988934385722}",#f472b6
PH137605160,Barangay 160,PASAY CITY,"{'lat': 14.537177503000057, 'lng': 121.00957439633339}",#fb7185
PH137605161,Barangay 161,PASAY CITY,"{'lat': 14.535453583000056, 'lng': 121.00903196825004}",#94a3b8
PH137605162,Barangay 162,PASAY CITY,"{'lat': 14.53507962037505, 'lng': 121.00763673487508}",#e879f9
PH137605163,Barangay 163,PASAY CITY,"{'lat': 14.533891414142902, 'lng': 121.00777937985724}",#27272a
PH137605164,Barangay 164,PASAY CITY,"{'lat': 14.533451111800048, 'lng': 121.00762072210009}",#a78bfa
PH137605165,Barangay 165,PASAY CITY,"{'lat': 14.533348255529464, 'lng': 121.00647575517654}",#a3e635
PH137605166,Barangay 166,PASAY CITY,"{'lat': 14.53621349200005, 'lng': 121.01031033021435}",#27272a
PH137605167,Barangay 167,PASAY CITY,"{'lat': 14.533501774181865, 'lng': 121.00916038054551}",#27272a
PH137605168,Barangay 168,PASAY CITY,"{'lat': 14.531672285923124, 'lng': 121.0086829538462}",#94a3b8
PH137605169,Barangay 169,PASAY CITY,"{'lat': 14.538033961833397, 'lng': 121.01236572533338}",#a78bfa
PH137605170,Barangay 170,PASAY CITY,"{'lat': 14.537043853400053, 'lng': 121.01215323240004}",#f472b6
PH137605171,Barangay 171,PASAY CITY,"{'lat': 14.536200684800054, 'lng': 121.01203161180004}",#a3e635
PH137605172,Barangay 172,PASAY CITY,"{'lat': 14.534993839714332, 'lng': 121.01161432185721}",#a3e635
PH137605173,Barangay 173,PASAY CITY,"{'lat': 14.534001464125048, 'lng': 121.01182235400007}",#27272a
PH137605174,Barangay 174,PASAY CITY,"{'lat': 14.533516984400046, 'lng': 121.01143586690007}",#94a3b8
PH137605175,Barangay 175,PASAY CITY,"{'lat': 14.533097450555594, 'lng': 121.01047841900007}",#22d3ee
PH137605176,Barangay 176,PASAY CITY,"{'lat': 14.53256248485718, 'lng': 121.01192001471433}",#f472b6
PH137605177,Barangay 177,PASAY CITY,"{'lat': 14.53155341328576, 'lng': 121.01045671571433}",#27272a
PH137605178,Barangay 178,PASAY CITY,"{'lat': 14.530755527454595, 'lng': 121.0061455915455}",#94a3b8
PH137605179,Barangay 179,PASAY CITY,"{'lat': 14.530530689400042, 'lng': 121.00771598960007}",#f472b6
PH137605180,Barangay 180,PASAY CITY,"{'lat': 14.530291259777819, 'lng': 121.01196861577786}",#a3e635
PH137605181,Barangay 181,PASAY CITY,"{'lat': 14.529926145454594, 'lng': 121.01157032972738}",#e879f9
PH137605182,Barangay 182,PASAY CITY,"{'lat': 14.530545981818229, 'lng': 121.00993139009101}",#94a3b8
PH137605183,Villamor,PASAY CITY,"{'lat': 14.52351700505888, 'lng': 121.01875763685302}",#e879f9
PH137605184,Barangay 184,PASAY CITY,"{'lat': 14.529042312875049, 'lng': 121.0086388177501}",#a78bfa
PH137605185,Barangay 185,PASAY CITY,"{'lat': 14.527195972125064, 'lng': 121.01124672862508}",#22d3ee
PH137605186,Barangay 186,PASAY CITY,"{'lat': 14.531652034000054, 'lng': 121.00524680387507}",#a3e635
PH137605187,Barangay 187,PASAY CITY,"{'lat': 14.53346768309096, 'lng': 121.00075717136369}",#a78bfa
PH137605188,Barangay 188,PASAY CITY,"{'lat': 14.53179992100005, 'lng': 121.00177068675008}",#27272a
PH137605189,Barangay 189,PASAY CITY,"{'lat': 14.532332869545506, 'lng': 121.00053991490917}",#fb7185
PH137605190,Barangay 190,PASAY CITY,"{'lat': 14.53040714031039, 'lng': 121.00075738148277}",#f472b6
PH137605191,Barangay 191,PASAY CITY,"{'lat': 14.52172032500005, 'lng': 121.00369878100004}",#22d3ee
PH137605192,Barangay 192,PASAY CITY,"{'lat': 14.51572177157148, 'lng': 121.00186372228578}",#22d3ee
PH137605193,Barangay 193,PASAY CITY,"{'lat': 14.513094875125056, 'lng': 121.00192725568758}",#a3e635
PH137605194,Barangay 194,PASAY CITY,"{'lat': 14.512570185833397, 'lng': 121.00285871575007}",#fb7185
PH137605195,Barangay 195,PASAY CITY,"{'lat': 14.51286536400005, 'lng': 121.00555475963642}",#fb7185
PH137605196,Barangay 196,PASAY CITY,"{'lat': 14.511011192750047, 'lng': 121.00426341525007}",#e879f9
PH137605197,Barangay 197,PASAY CITY,"{'lat': 14.508536790407451, 'lng': 121.01221448407408}",#e879f9
PH137605198,Barangay 198,PASAY CITY,"{'lat': 14.510852186083383, 'lng': 121.00341713308343}",#27272a
PH137605199,Barangay 199,PASAY CITY,"{'lat': 14.509283395857201, 'lng': 121.00102101857149}",#27272a
PH137605200,Barangay 200,PASAY CITY,"{'lat': 14.508124629666716, 'lng': 121.00068986766672}",#a3e635
PH137605201,Barangay 201,PASAY CITY,"{'lat': 14.506325564190526, 'lng': 121.02889457319054}",#f472b6
PH137606001,Aguho,PATEROS,"{'lat': 14.543381346388937, 'lng': 121.06403009238895}",#fb7185
PH137606002,Magtanggol,PATEROS,"{'lat': 14.548303846900051, 'lng': 121.07115141470008}",#27272a
PH137606003,Martires Del 96,PATEROS,"{'lat': 14.539487832363683, 'lng': 121.06715692127278}",#a3e635
PH137606004,Poblacion,PATEROS,"{'lat': 14.544933466166697, 'lng': 121.06689368050006}",#fb7185
PH137606005,San Pedro,PATEROS,"{'lat': 14.546875945300048, 'lng': 121.06755284050004}",#a3e635
PH137606006,San Roque,PATEROS,"{'lat': 14.542391939368468, 'lng': 121.06928913142114}",#e879f9
PH137606007,Santa Ana,PATEROS,"{'lat': 14.544489000529461, 'lng': 121.0724836455883}",#22d3ee
PH137606008,Santo Rosario-Kanluran,PATEROS,"{'lat': 14.551405964500043, 'lng': 121.06846041683339}",#a78bfa
PH137606009,Santo Rosario-Silangan,PATEROS,"{'lat': 14.549287568545507, 'lng': 121.07204672990916}",#fb7185
PH137606010,Tabacalera,PATEROS,"{'lat': 14.549707802700055, 'lng': 121.06845026370006}",#e879f9
PH137607001,Tanyag (Bagong Tanyag),TAGUIG CITY,"{'lat': 14.475396293666714, 'lng': 121.04921714500006}",#22d3ee
PH137607002,Bagumbayan,TAGUIG CITY,"{'lat': 14.478638747087007, 'lng': 121.05588834756527}",#94a3b8
PH137607003,Bambang,TAGUIG CITY,"{'lat': 14.524441715187546, 'lng': 121.06849037356255}",#27272a
PH137607004,Calzada,TAGUIG CITY,"{'lat': 14.528683909650045, 'lng': 121.08384219295007}",#f472b6
PH137607005,Hagonoy,TAGUIG CITY,"{'lat': 14.512148046565263, 'lng': 121.07213504760875}",#a78bfa
PH137607006,Ibayo-Tipas,TAGUIG CITY,"{'lat': 14.542088869166712, 'lng': 121.08511569511117}",#a78bfa
PH137607007,Ligid-Tipas,TAGUIG CITY,"{'lat': 14.543126181857186, 'lng': 121.07957028528578}",#fb7185
PH137607008,Lower Bicutan,TAGUIG CITY,"{'lat': 14.489510190937548, 'lng': 121.05834096481254}",#f472b6
PH137607009,Maharlika Village,TAGUIG CITY,"{'lat': 14.498157350636415, 'lng': 121.05589247318186}",#a3e635
PH137607010,Napindan,TAGUIG CITY,"{'lat': 14.533724206920047, 'lng': 121.09745244932009}",#22d3ee
PH137607011,Palingon,TAGUIG CITY,"{'lat': 14.52142316933338, 'lng': 121.10240483016673}",#e879f9
PH137607012,Santa Ana,TAGUIG CITY,"{'lat': 14.521748558727323, 'lng': 121.08213060450008}",#f472b6
PH137607013,Central Signal Village (Signal Village),TAGUIG CITY,"{'lat': 14.512182229058874, 'lng': 121.05498072164713}",#27272a
PH137607014,Tuktukan,TAGUIG CITY,"{'lat': 14.529682387200042, 'lng': 121.0719373441334}",#a78bfa
PH137607015,Upper Bicutan,TAGUIG CITY,"{'lat': 14.499125375727317, 'lng': 121.05134104663642}",#a78bfa
PH137607016,Ususan,TAGUIG CITY,"{'lat': 14.533268921694495, 'lng': 121.06440696100006}",#f472b6
PH137607017,Wawa,TAGUIG CITY,"{'lat': 14.517027048000047, 'lng': 121.07971278726093}",#a78bfa
PH137607018,Western Bicutan,TAGUIG CITY,"{'lat': 14.5185741886487, 'lng': 121.0436837880001}",#fb7185
PH137607019,Central Bicutan,TAGUIG CITY,"{'lat': 14.491904784000045, 'lng': 121.05240733637507}",#27272a
PH137607021,Katuparan,TAGUIG CITY,"{'lat': 14.51978028493755, 'lng': 121.06051669118756}",#e879f9
PH137607022,New Lower Bicutan,TAGUIG CITY,"{'lat': 14.505176384400048, 'lng': 121.06305955046673}",#22d3ee
PH137607023,North Daang Hari,TAGUIG CITY,"{'lat': 14.48520825687504, 'lng': 121.04793631125004}",#fb7185
PH137607024,North Signal Village,TAGUIG CITY,"{'lat': 14.51792678613641, 'lng': 121.05864847836371}",#fb7185
PH137607025,Pinagsama,TAGUIG CITY,"{'lat': 14.52598762789748, 'lng': 121.05193681533339}",#f472b6
PH137607026,San Miguel,TAGUIG CITY,"{'lat': 14.51866747300005, 'lng': 121.0701338205001}",#27272a
PH137607027,South Daang Hari,TAGUIG CITY,"{'lat': 14.469825009875045, 'lng': 121.04900415700007}",#27272a
PH137607028,South Signal Village,TAGUIG CITY,"{'lat': 14.504689982533387, 'lng': 121.05598593106676}",#fb7185
PH137607020,Fort Bonifacio,TAGUIG CITY,"{'lat': 14.534802802346203, 'lng': 121.03647191711542}",#fb7185
