id,name,city,position,color
PH133901000,TONDO I / II,CITY OF MANILA,"{'lat': 14.618714, 'lng': 120.965756}",#a3e635
PH133902000,BINONDO,CITY OF MANILA,"{'lat': 14.602223866363685, 'lng': 120.97605610818185}",#a3e635
PH133903000,QUIAPO,CITY OF MANILA,"{'lat': 14.59824, 'lng': 120.985848}",#a78bfa
PH133904000,SAN NICOLAS,CITY OF MANILA,"{'lat': 14.597543779300059, 'lng': 120.96729167720005}",#94a3b8
PH133905000,SANTA CRUZ,CITY OF MANILA,"{'lat': 14.61686, 'lng': 120.982948}",#f472b6
PH133906000,SAMPALOC,CITY OF MANILA,"{'lat': 14.609748, 'lng': 120.999008}",#22d3ee
PH133907000,SAN MIGUEL,CITY OF MANILA,"{'lat': 14.593882633400039, 'lng': 120.98723254560005}",#fb7185
PH133908000,ERMITA,CITY OF MANILA,"{'lat': 14.582367, 'lng': 120.984626}",#fb7185
PH133909000,INTRAMUROS,CITY OF MANILA,"{'lat': 14.589569132909132, 'lng': 120.97735090109096}",#fb7185
PH133910000,MALATE,CITY OF MANILA,"{'lat': 14.570199, 'lng': 120.99142}",#a3e635
PH133911000,PACO,CITY OF MANILA,"{'lat': 14.584858, 'lng': 120.994482}",#27272a
PH133912000,PANDACAN,CITY OF MANILA,"{'lat': 14.59092, 'lng': 121.005592}",#fb7185
PH133913000,PORT AREA,CITY OF MANILA,"{'lat': 14.5832897980299, 'lng': 120.97054196110453}",#94a3b8
PH133914000,SANTA ANA,CITY OF MANILA,"{'lat': 14.576558, 'lng': 121.006426}",#f472b6
PH137401001,Addition Hills,CITY OF MANDALUYONG,"{'lat': 14.58798776781823, 'lng': 121.0399661266364}",#22d3ee
PH137401002,Bagong Silang,CITY OF MANDALUYONG,"{'lat': 14.591793559875057, 'lng': 121.03166983712507}",#27272a
PH137401003,Barangka Drive,CITY OF MANDALUYONG,"{'lat': 14.572691020750048, 'lng': 121.03772675075005}",#94a3b8
PH137401004,Barangka Ibaba,CITY OF MANDALUYONG,"{'lat': 14.57039705250005, 'lng': 121.03912455000011}",#94a3b8
PH137401005,Barangka Ilaya,CITY OF MANDALUYONG,"{'lat': 14.572197042111169, 'lng': 121.04837528661116}",#e879f9
PH137401006,Barangka Itaas,CITY OF MANDALUYONG,"{'lat': 14.57152272966672, 'lng': 121.04213805866674}",#e879f9
PH137401007,Burol,CITY OF MANDALUYONG,"{'lat': 14.589493040400043, 'lng': 121.02775818680007}",#a78bfa
PH137401008,Buayang Bato,CITY OF MANDALUYONG,"{'lat': 14.570668688750056, 'lng': 121.0512160110834}",#94a3b8
PH137401009,Daang Bakal,CITY OF MANDALUYONG,"{'lat': 14.593299310000047, 'lng': 121.02811567000009}",#a78bfa
PH137401010,Hagdang Bato Itaas,CITY OF MANDALUYONG,"{'lat': 14.58851269208339, 'lng': 121.03076492100006}",#27272a
PH137401011,Hagdang Bato Libis,CITY OF MANDALUYONG,"{'lat': 14.588809431642902, 'lng': 121.03426107557148}",#22d3ee
PH137401012,Harapin Ang Bukas,CITY OF MANDALUYONG,"{'lat': 14.590952004500044, 'lng': 121.02778335350008}",#f472b6
PH137401013,Highway Hills,CITY OF MANDALUYONG,"{'lat': 14.576873630925977, 'lng': 121.05059154896307}",#fb7185
PH137401014,Hulo,CITY OF MANDALUYONG,"{'lat': 14.571782546416722, 'lng': 121.03163036225006}",#f472b6
PH137401015,Mabini-J. Rizal,CITY OF MANDALUYONG,"{'lat': 14.584819742928621, 'lng': 121.02211854521435}",#a78bfa
PH137401016,Malamig,CITY OF MANDALUYONG,"{'lat': 14.57498812460005, 'lng': 121.04438552320006}",#fb7185
PH137401017,Mauway,CITY OF MANDALUYONG,"{'lat': 14.580958756789519, 'lng': 121.04349341078954}",#94a3b8
PH137401018,Namayan,CITY OF MANDALUYONG,"{'lat': 14.580729711866718, 'lng': 121.02188811873341}",#a3e635
PH137401019,New Zañiga,CITY OF MANDALUYONG,"{'lat': 14.584279768900046, 'lng': 121.02909714680008}",#27272a
PH137401020,Old Zañiga,CITY OF MANDALUYONG,"{'lat': 14.582190444846207, 'lng': 121.02507003184624}",#a3e635
PH137401021,Pag-asa,CITY OF MANDALUYONG,"{'lat': 14.589674668857185, 'lng': 121.02515607628577}",#22d3ee
PH137401022,Plainview,CITY OF MANDALUYONG,"{'lat': 14.576236968250043, 'lng': 121.03564191575009}",#94a3b8
PH137401023,Pleasant Hills,CITY OF MANDALUYONG,"{'lat': 14.5877015974546, 'lng': 121.04210958100008}",#fb7185
PH137401024,Poblacion,CITY OF MANDALUYONG,"{'lat': 14.586202820090959, 'lng': 121.02713805027282}",#a3e635
PH137401025,San Jose,CITY OF MANDALUYONG,"{'lat': 14.581382220900048, 'lng': 121.02985284160005}",#22d3ee
PH137401026,Vergara,CITY OF MANDALUYONG,"{'lat': 14.577367427500043, 'lng': 121.02537320812509}",#f472b6
PH137401027,Wack-wack Greenhills,CITY OF MANDALUYONG,"{'lat': 14.591231827545506, 'lng': 121.05283035163644}",#22d3ee
PH137402001,Barangka,CITY OF MARIKINA,"{'lat': 14.637386866545501, 'lng': 121.0835656183637}",#22d3ee
PH137402002,Calumpang,CITY OF MARIKINA,"{'lat': 14.624712697350049, 'lng': 121.08844280245007}",#e879f9
PH137402003,Concepcion Uno,CITY OF MARIKINA,"{'lat': 14.653973659400048, 'lng': 121.10571824652507}",#27272a
PH137402004,Jesus De La Peña,CITY OF MARIKINA,"{'lat': 14.633426903789523, 'lng': 121.09093788831586}",#27272a
PH137402005,Malanday,CITY OF MARIKINA,"{'lat': 14.648070205708379, 'lng': 121.09264753416674}",#94a3b8
PH137402006,Nangka,CITY OF MARIKINA,"{'lat': 14.669871646827634, 'lng': 121.11082695779317}",#22d3ee
PH137402007,Parang,CITY OF MARIKINA,"{'lat': 14.661024121785761, 'lng': 121.11383295950006}",#fb7185
PH137402008,San Roque,CITY OF MARIKINA,"{'lat': 14.626090110705935, 'lng': 121.10061972352945}",#e879f9
PH137402009,Santa Elena (Pob.),CITY OF MARIKINA,"{'lat': 14.631794839818234, 'lng': 121.10051660181824}",#94a3b8
PH137402010,Santo Niño,CITY OF MARIKINA,"{'lat': 14.638939724500048, 'lng': 121.10085295737504}",#a78bfa
PH137402011,Tañong,CITY OF MARIKINA,"{'lat': 14.630830727222271, 'lng': 121.08731039211119}",#22d3ee
PH137402012,Concepcion Dos,CITY OF MARIKINA,"{'lat': 14.640106143903273, 'lng': 121.12049968551618}",#e879f9
PH137402013,Marikina Heights (Concepcion),CITY OF MARIKINA,"{'lat': 14.650452020433384, 'lng': 121.12062971120002}",#a3e635
PH137402014,Industrial Valley,CITY OF MARIKINA,"{'lat': 14.625521982750048, 'lng': 121.07845543818755}",#a3e635
PH137402015,Fortune,CITY OF MARIKINA,"{'lat': 14.660426187535764, 'lng': 121.12716604457148}",#22d3ee
PH137402016,Tumana,CITY OF MARIKINA,"{'lat': 14.658929806000055, 'lng': 121.0975235088183}",#e879f9
PH137403001,Bagong Ilog,CITY OF PASIG,"{'lat': 14.566594492000053, 'lng': 121.06936812435004}",#27272a
PH137403002,Bagong Katipunan,CITY OF PASIG,"{'lat': 14.558473935400036, 'lng': 121.07511922440008}",#22d3ee
PH137403003,Bambang,CITY OF PASIG,"{'lat': 14.555661467300045, 'lng': 121.08069795130002}",#fb7185
PH137403004,Buting,CITY OF PASIG,"{'lat': 14.554467842833375, 'lng': 121.06875964775008}",#fb7185
PH137403005,Caniogan,CITY OF PASIG,"{'lat': 14.570829969823581, 'lng': 121.08022911805892}",#a78bfa
PH137403006,Dela Paz,CITY OF PASIG,"{'lat': 14.61262188305268, 'lng': 121.09848675957902}",#94a3b8
PH137403007,Kalawaan,CITY OF PASIG,"{'lat': 14.550629374555605, 'lng': 121.0862100623334}",#94a3b8
PH137403008,Kapasigan,CITY OF PASIG,"{'lat': 14.563051190333377, 'lng': 121.07569170922231}",#94a3b8
PH137403009,Kapitolyo,CITY OF PASIG,"{'lat': 14.571024931923118, 'lng': 121.05898764907698}",#f472b6
PH137403010,Malinao,CITY OF PASIG,"{'lat': 14.558203411642902, 'lng': 121.07933318142864}",#e879f9
PH137403011,Manggahan,CITY OF PASIG,"{'lat': 14.60210576629793, 'lng': 121.09306219293622}",#a3e635
PH137403012,Maybunga,CITY OF PASIG,"{'lat': 14.575527717454598, 'lng': 121.09105823127283}",#27272a
PH137403013,Oranbo,CITY OF PASIG,"{'lat': 14.576261018250051, 'lng': 121.06639119900007}",#fb7185
PH137403014,Palatiw,CITY OF PASIG,"{'lat': 14.56337122850005, 'lng': 121.08544140821435}",#27272a
PH137403015,Pinagbuhatan,CITY OF PASIG,"{'lat': 14.549828819166713, 'lng': 121.09737687419056}",#27272a
PH137403016,Pineda,CITY OF PASIG,"{'lat': 14.566240754750051, 'lng': 121.05902873231253}",#27272a
PH137403017,Rosario,CITY OF PASIG,"{'lat': 14.591367822176522, 'lng': 121.09630782432362}",#22d3ee
PH137403018,Sagad,CITY OF PASIG,"{'lat': 14.565247280800047, 'lng': 121.07892250810009}",#fb7185
PH137403019,San Antonio,CITY OF PASIG,"{'lat': 14.583460163100057, 'lng': 121.06123291220008}",#e879f9
PH137403020,San Joaquin,CITY OF PASIG,"{'lat': 14.551128259176517, 'lng': 121.07624927617653}",#fb7185
PH137403021,San Jose,CITY OF PASIG,"{'lat': 14.560513304555602, 'lng': 121.07464363500009}",#27272a
PH137403022,San Miguel,CITY OF PASIG,"{'lat': 14.566394953739177, 'lng': 121.08931448108702}",#a3e635
PH137403023,San Nicolas (Pob.),CITY OF PASIG,"{'lat': 14.56152520394122, 'lng': 121.07959139205889}",#a78bfa
PH137403024,Santa Cruz,CITY OF PASIG,"{'lat': 14.56298612540005, 'lng': 121.07959098300005}",#f472b6
PH137403025,Santa Rosa,CITY OF PASIG,"{'lat': 14.558242278555598, 'lng': 121.07027947477783}",#fb7185
PH137403026,Santo Tomas,CITY OF PASIG,"{'lat': 14.56306913308338, 'lng': 121.08141150675006}",#a3e635
PH137403027,Santolan,CITY OF PASIG,"{'lat': 14.616114982800049, 'lng': 121.08655394116003}",#94a3b8
PH137403028,Sumilang,CITY OF PASIG,"{'lat': 14.55721787312504, 'lng': 121.07353541950005}",#a3e635
PH137403029,Ugong,CITY OF PASIG,"{'lat': 14.582865861185237, 'lng': 121.07324151118522}",#e879f9
PH137403030,Santa Lucia,CITY OF PASIG,"{'lat': 14.583872663875045, 'lng': 121.10266354900007}",#fb7185
PH137404001,Alicia,QUEZON CITY,"{'lat': 14.661519342533381, 'lng': 121.02477013000006}",#fb7185
PH137404002,Amihan,QUEZON CITY,"{'lat': 14.632484872727321, 'lng': 121.0682698263637}",#fb7185
PH137404003,Apolonio Samson,QUEZON CITY,"{'lat': 14.655255384744732, 'lng': 121.00917165763832}",#a3e635
PH137404004,Aurora,QUEZON CITY,"{'lat': 14.615657576363695, 'lng': 121.00920174109098}",#a3e635
PH137404005,Baesa,QUEZON CITY,"{'lat': 14.669172112750056, 'lng': 121.01206240954552}",#94a3b8
PH137404006,Bagbag,QUEZON CITY,"{'lat': 14.697318459597064, 'lng': 121.03159209210456}",#a3e635
PH137404007,Bagumbuhay,QUEZON CITY,"{'lat': 14.624940961466718, 'lng': 121.06521414020007}",#e879f9
PH137404008,Bagong Lipunan Ng Crame,QUEZON CITY,"{'lat': 14.611491050437554, 'lng': 121.04946137675005}",#a3e635
PH137404009,Bagong Pag-asa,QUEZON CITY,"{'lat': 14.657032428894787, 'lng': 121.03584458794742}",#f472b6
PH137404010,Bagong Silangan,QUEZON CITY,"{'lat': 14.711252228720046, 'lng': 121.11495479739004}",#a78bfa
PH137404011,Bagumbayan,QUEZON CITY,"{'lat': 14.605775841444492, 'lng': 121.0818128508612}",#22d3ee
PH137404012,Bahay Toro,QUEZON CITY,"{'lat': 14.667155837146717, 'lng': 121.02917297672}",#a3e635
PH137404013,Balingasa,QUEZON CITY,"{'lat': 14.650090931527835, 'lng': 121.00271110430562}",#fb7185
PH137404014,Bayanihan,QUEZON CITY,"{'lat': 14.615677119888947, 'lng': 121.06982033255564}",#e879f9
PH137404015,Blue Ridge A,QUEZON CITY,"{'lat': 14.618658115266715, 'lng': 121.07372559080005}",#e879f9
PH137404016,Blue Ridge B,QUEZON CITY,"{'lat': 14.617887549416722, 'lng': 121.07578127475007}",#e879f9
PH137404017,Botocan,QUEZON CITY,"{'lat': 14.638487271411812, 'lng': 121.06412813817654}",#22d3ee
PH137404018,Bungad,QUEZON CITY,"{'lat': 14.651620952307745, 'lng': 121.02640619207698}",#94a3b8
PH137404019,Camp Aguinaldo,QUEZON CITY,"{'lat': 14.60661395057148, 'lng': 121.06412919171437}",#e879f9
PH137404020,Central,QUEZON CITY,"{'lat': 14.646618418606113, 'lng': 121.0496850030001}",#e879f9
PH137404021,Claro,QUEZON CITY,"{'lat': 14.63168032970005, 'lng': 121.06455877810006}",#f472b6
PH137404022,Commonwealth,QUEZON CITY,"{'lat': 14.69993756006672, 'lng': 121.08567982086672}",#22d3ee
PH137404023,New Era (Constitution Hills),QUEZON CITY,"{'lat': 14.664579174720052, 'lng': 121.05957845780006}",#e879f9
PH137404024,Kristong Hari,QUEZON CITY,"{'lat': 14.625332918380996, 'lng': 121.0315996333334}",#22d3ee
PH137404025,Culiat,QUEZON CITY,"{'lat': 14.665603879389879, 'lng': 121.0536484974238}",#f472b6
PH137404026,Damar,QUEZON CITY,"{'lat': 14.647164447700046, 'lng': 121.00116818480005}",#f472b6
PH137404027,Damayan,QUEZON CITY,"{'lat': 14.637365944272771, 'lng': 121.01408285881824}",#fb7185
PH137404028,Damayang Lagi,QUEZON CITY,"{'lat': 14.61432661840005, 'lng': 121.02336547888004}",#f472b6
PH137404029,Del Monte,QUEZON CITY,"{'lat': 14.64388639922227, 'lng': 121.01406420633342}",#e879f9
PH137404030,Dioquino Zobel,QUEZON CITY,"{'lat': 14.620003772428626, 'lng': 121.06493713200004}",#94a3b8
PH137404031,Doña Imelda,QUEZON CITY,"{'lat': 14.611833506709727, 'lng': 121.01757035300005}",#a3e635
PH137404032,Doña Josefa,QUEZON CITY,"{'lat': 14.619661460285768, 'lng': 121.00719175971436}",#27272a
PH137404033,Don Manuel,QUEZON CITY,"{'lat': 14.615709171555604, 'lng': 121.00557504533339}",#f472b6
PH137404034,Duyan-duyan,QUEZON CITY,"{'lat': 14.630132731250043, 'lng': 121.06797935516674}",#22d3ee
PH137404035,E. Rodriguez,QUEZON CITY,"{'lat': 14.628229475166721, 'lng': 121.05230965688897}",#f472b6
PH137404036,East Kamias,QUEZON CITY,"{'lat': 14.631764886866714, 'lng': 121.05625910053338}",#27272a
PH137404037,Escopa I,QUEZON CITY,"{'lat': 14.624355851333377, 'lng': 121.07356637033342}",#e879f9
PH137404038,Escopa II,QUEZON CITY,"{'lat': 14.624249333555598, 'lng': 121.07442385922228}",#fb7185
PH137404039,Escopa III,QUEZON CITY,"{'lat': 14.626780659000056, 'lng': 121.07352522411118}",#a3e635
PH137404040,Escopa IV,QUEZON CITY,"{'lat': 14.625537342000053, 'lng': 121.07443646000004}",#a78bfa
PH137404041,Fairview,QUEZON CITY,"{'lat': 14.703882355975049, 'lng': 121.06916554927511}",#27272a
PH137404042,N.S. Amoranto (Gintong Silahis),QUEZON CITY,"{'lat': 14.633532703375046, 'lng': 120.99379220600005}",#a3e635
PH137404043,Gulod,QUEZON CITY,"{'lat': 14.711753471642904, 'lng': 121.04113181428573}",#a3e635
PH137404044,Horseshoe,QUEZON CITY,"{'lat': 14.6125017858572, 'lng': 121.04186397380961}",#a3e635
PH137404045,Immaculate Concepcion,QUEZON CITY,"{'lat': 14.622596305250049, 'lng': 121.04367814106257}",#a78bfa
PH137404046,Kaligayahan,QUEZON CITY,"{'lat': 14.733185173000049, 'lng': 121.04344373315912}",#a3e635
PH137404047,Kalusugan,QUEZON CITY,"{'lat': 14.623611406666715, 'lng': 121.02067251166673}",#fb7185
PH137404048,Kamuning,QUEZON CITY,"{'lat': 14.627631483500048, 'lng': 121.04114185264292}",#fb7185
PH137404049,Katipunan,QUEZON CITY,"{'lat': 14.655994747300047, 'lng': 121.01708585500005}",#22d3ee
PH137404050,Kaunlaran,QUEZON CITY,"{'lat': 14.61597172921058, 'lng': 121.0441952083685}",#fb7185
PH137404051,Krus Na Ligas,QUEZON CITY,"{'lat': 14.643103045538506, 'lng': 121.06279657284621}",#a3e635
PH137404052,Laging Handa,QUEZON CITY,"{'lat': 14.633245197333395, 'lng': 121.03097036583341}",#a3e635
PH137404053,Libis,QUEZON CITY,"{'lat': 14.616333539500053, 'lng': 121.07713362407146}",#22d3ee
PH137404054,Lourdes,QUEZON CITY,"{'lat': 14.62597846980005, 'lng': 121.00201189420007}",#fb7185
PH137404055,Loyola Heights,QUEZON CITY,"{'lat': 14.63829322264449, 'lng': 121.07452509217786}",#fb7185
PH137404056,Maharlika,QUEZON CITY,"{'lat': 14.633688065444492, 'lng': 120.99688623500005}",#e879f9
PH137404057,Malaya,QUEZON CITY,"{'lat': 14.636071398454595, 'lng': 121.05573968018193}",#f472b6
PH137404058,Manresa,QUEZON CITY,"{'lat': 14.642565297466714, 'lng': 121.00289634900007}",#22d3ee
PH137404059,Mangga,QUEZON CITY,"{'lat': 14.625554475428626, 'lng': 121.06246068014295}",#f472b6
PH137404060,Mariana,QUEZON CITY,"{'lat': 14.618641710947415, 'lng': 121.03376679357899}",#e879f9
PH137404061,Mariblo,QUEZON CITY,"{'lat': 14.63450486325005, 'lng': 121.01647485956256}",#27272a
PH137404062,Marilag,QUEZON CITY,"{'lat': 14.625064811647102, 'lng': 121.07030491817653}",#22d3ee
PH137404063,Masagana,QUEZON CITY,"{'lat': 14.618697982818235, 'lng': 121.06681652790913}",#22d3ee
PH137404064,Masambong,QUEZON CITY,"{'lat': 14.642817621933382, 'lng': 121.00904695753339}",#f472b6
PH137404065,Santo Domingo (Matalahib),QUEZON CITY,"{'lat': 14.630773465923124, 'lng': 121.00907699600008}",#94a3b8
PH137404066,Matandang Balara,QUEZON CITY,"{'lat': 14.670529801870417, 'lng': 121.08398685948157}",#a3e635
PH137404067,Milagrosa,QUEZON CITY,"{'lat': 14.620858295857188, 'lng': 121.06916473771435}",#e879f9
PH137404068,Nagkaisang Nayon,QUEZON CITY,"{'lat': 14.717587270125055, 'lng': 121.02491489503757}",#f472b6
PH137404069,Nayong Kanluran,QUEZON CITY,"{'lat': 14.640256888250056, 'lng': 121.02468889866672}",#a3e635
PH137404070,Novaliches Proper,QUEZON CITY,"{'lat': 14.721092254642912, 'lng': 121.03745144850004}",#a3e635
PH137404071,Obrero,QUEZON CITY,"{'lat': 14.62753735409096, 'lng': 121.03083140463642}",#94a3b8
PH137404072,Old Capitol Site,QUEZON CITY,"{'lat': 14.650698675200049, 'lng': 121.05323769140004}",#a3e635
PH137404073,Paang Bundok,QUEZON CITY,"{'lat': 14.62814362100005, 'lng': 120.99230391900005}",#94a3b8
PH137404074,Pag-ibig Sa Nayon,QUEZON CITY,"{'lat': 14.647303925238148, 'lng': 120.99760761080957}",#94a3b8
PH137404075,Paligsahan,QUEZON CITY,"{'lat': 14.63311249140006, 'lng': 121.02392913860008}",#a78bfa
PH137404076,Paltok,QUEZON CITY,"{'lat': 14.64234090366672, 'lng': 121.02342529211117}",#27272a
PH137404077,Pansol,QUEZON CITY,"{'lat': 14.654755668410766, 'lng': 121.08381312851789}",#fb7185
PH137404078,Paraiso,QUEZON CITY,"{'lat': 14.637881394083385, 'lng': 121.0179218430834}",#a78bfa
PH137404079,Pasong Putik Proper (Pasong Putik),QUEZON CITY,"{'lat': 14.742272679850872, 'lng': 121.09761013080119}",#a78bfa
PH137404080,Pasong Tamo,QUEZON CITY,"{'lat': 14.680308966738153, 'lng': 121.05551789942862}",#fb7185
PH137404081,Phil-Am,QUEZON CITY,"{'lat': 14.647385272000056, 'lng': 121.03133751116677}",#94a3b8
PH137404082,Pinyahan,QUEZON CITY,"{'lat': 14.639052490041715, 'lng': 121.04934791666676}",#22d3ee
PH137404083,Pinagkaisahan,QUEZON CITY,"{'lat': 14.626285218769292, 'lng': 121.04392887592313}",#e879f9
PH137404084,Project 6,QUEZON CITY,"{'lat': 14.658063826640053, 'lng': 121.04071028336004}",#a3e635
PH137404085,Quirino 2-A,QUEZON CITY,"{'lat': 14.629589730933379, 'lng': 121.05938479106675}",#a78bfa
PH137404086,Quirino 2-B,QUEZON CITY,"{'lat': 14.631950128250054, 'lng': 121.06202677600005}",#94a3b8
PH137404087,Quirino 2-C,QUEZON CITY,"{'lat': 14.635255846111155, 'lng': 121.06281267800007}",#a78bfa
PH137404088,Quirino 3-A,QUEZON CITY,"{'lat': 14.628856511500054, 'lng': 121.06338949512505}",#27272a
PH137404089,Ramon Magsaysay,QUEZON CITY,"{'lat': 14.660078164157943, 'lng': 121.02321775552635}",#27272a
PH137404090,Roxas,QUEZON CITY,"{'lat': 14.627159486800048, 'lng': 121.02190764415002}",#27272a
PH137404091,Sacred Heart,QUEZON CITY,"{'lat': 14.631252843833371, 'lng': 121.03977789566672}",#e879f9
PH137404092,Saint Ignatius,QUEZON CITY,"{'lat': 14.614023227000049, 'lng': 121.07315926936371}",#f472b6
PH137404093,Saint Peter,QUEZON CITY,"{'lat': 14.63381243585719, 'lng': 121.0003994448572}",#e879f9
PH137404094,Salvacion,QUEZON CITY,"{'lat': 14.627544915000044, 'lng': 120.9948262235715}",#a3e635
PH137404095,San Agustin,QUEZON CITY,"{'lat': 14.729729257233377, 'lng': 121.03463223515011}",#fb7185
PH137404096,San Antonio,QUEZON CITY,"{'lat': 14.650307360750048, 'lng': 121.01605774730008}",#a3e635
PH137404097,San Bartolome,QUEZON CITY,"{'lat': 14.706017306421101, 'lng': 121.03131229102641}",#e879f9
PH137404098,San Isidro,QUEZON CITY,"{'lat': 14.613525754625051, 'lng': 121.00803830462507}",#f472b6
PH137404099,San Isidro Labrador,QUEZON CITY,"{'lat': 14.62367901180006, 'lng': 120.99677121420004}",#e879f9
PH137404100,San Jose,QUEZON CITY,"{'lat': 14.639767153300056, 'lng': 120.99367926650007}",#a78bfa
PH137404101,San Martin De Porres,QUEZON CITY,"{'lat': 14.617433000181874, 'lng': 121.0496003453637}",#e879f9
PH137404102,San Roque,QUEZON CITY,"{'lat': 14.619101367833386, 'lng': 121.06321954691676}",#f472b6
PH137404103,San Vicente,QUEZON CITY,"{'lat': 14.652737687153905, 'lng': 121.05635133369239}",#a78bfa
PH137404104,Santa Cruz,QUEZON CITY,"{'lat': 14.634909024227328, 'lng': 121.01918870286373}",#f472b6
PH137404105,Santa Lucia,QUEZON CITY,"{'lat': 14.706655570172462, 'lng': 121.05096716020692}",#94a3b8
PH137404106,Santa Monica,QUEZON CITY,"{'lat': 14.718200509634663, 'lng': 121.04588915634619}",#a3e635
PH137404107,Santa Teresita,QUEZON CITY,"{'lat': 14.620316531428614, 'lng': 121.00090149142862}",#a78bfa
PH137404108,Santo Cristo,QUEZON CITY,"{'lat': 14.660912146250055, 'lng': 121.02899451175003}",#fb7185
PH137404109,Santo Niño,QUEZON CITY,"{'lat': 14.611009319000056, 'lng': 121.01198874470008}",#e879f9
PH137404110,Santol,QUEZON CITY,"{'lat': 14.609496567714334, 'lng': 121.01574694178576}",#27272a
PH137404111,Sauyo,QUEZON CITY,"{'lat': 14.695012631319493, 'lng': 121.04414065206954}",#a3e635
PH137404112,Sienna,QUEZON CITY,"{'lat': 14.636244945000044, 'lng': 121.00593612700006}",#22d3ee
PH137404113,Sikatuna Village,QUEZON CITY,"{'lat': 14.638381365352991, 'lng': 121.05922793123534}",#a78bfa
PH137404114,Silangan,QUEZON CITY,"{'lat': 14.628386817562554, 'lng': 121.05898378881258}",#94a3b8
PH137404115,Socorro,QUEZON CITY,"{'lat': 14.617356677250044, 'lng': 121.05682183737508}",#a3e635
PH137404116,South Triangle,QUEZON CITY,"{'lat': 14.636357896857191, 'lng': 121.0349716928572}",#fb7185
PH137404117,Tagumpay,QUEZON CITY,"{'lat': 14.622203107800056, 'lng': 121.06431999270008}",#a3e635
PH137404118,Talayan,QUEZON CITY,"{'lat': 14.63458702530005, 'lng': 121.01204245475006}",#22d3ee
PH137404119,Talipapa,QUEZON CITY,"{'lat': 14.686159786285762, 'lng': 121.0255157918334}",#e879f9
PH137404120,Tandang Sora,QUEZON CITY,"{'lat': 14.680742834902832, 'lng': 121.0374425141528}",#e879f9
PH137404121,Tatalon,QUEZON CITY,"{'lat': 14.623729718400046, 'lng': 121.01596747135008}",#a3e635
PH137404122,Teachers Village East,QUEZON CITY,"{'lat': 14.64481783276928, 'lng': 121.05905031969239}",#a3e635
PH137404123,Teachers Village West,QUEZON CITY,"{'lat': 14.642932007375055, 'lng': 121.05613812156257}",#fb7185
PH137404124,U.P. Campus,QUEZON CITY,"{'lat': 14.651944904052682, 'lng': 121.06309136664925}",#94a3b8
PH137404125,U.P. Village,QUEZON CITY,"{'lat': 14.649078564619096, 'lng': 121.05625325500007}",#94a3b8
PH137404126,Ugong Norte,QUEZON CITY,"{'lat': 14.596489229393992, 'lng': 121.07293620357582}",#22d3ee
PH137404127,Unang Sigaw,QUEZON CITY,"{'lat': 14.660186785928627, 'lng': 121.00099384842868}",#e879f9
PH137404128,Valencia,QUEZON CITY,"{'lat': 14.610240103500049, 'lng': 121.03743971640915}",#e879f9
PH137404129,Vasra,QUEZON CITY,"{'lat': 14.657714366379363, 'lng': 121.04740233879316}",#e879f9
PH137404130,Veterans Village,QUEZON CITY,"{'lat': 14.653948556533381, 'lng': 121.0239314971334}",#a3e635
PH137404131,Villa Maria Clara,QUEZON CITY,"{'lat': 14.616666529833386, 'lng': 121.0689374938334}",#a78bfa
PH137404132,West Kamias,QUEZON CITY,"{'lat': 14.62997728410005, 'lng': 121.05008614530007}",#a78bfa
PH137404133,West Triangle,QUEZON CITY,"{'lat': 14.644517806714342, 'lng': 121.03119992342863}",#27272a
PH137404134,White Plains,QUEZON CITY,"{'lat': 14.605436105571483, 'lng': 121.0740064755001}",#22d3ee
PH137404135,Balong Bato,QUEZON CITY,"{'lat': 14.662908034800045, 'lng': 121.00312745700006}",#a78bfa
PH137404136,Capri,QUEZON CITY,"{'lat': 14.716560833400042, 'lng': 121.02843149470004}",#a3e635
PH137404137,Sangandaan,QUEZON CITY,"{'lat': 14.67465671504172, 'lng': 121.02188227941672}",#27272a
PH137404138,Payatas,QUEZON CITY,"{'lat': 14.710840920450059, 'lng': 121.09964412821675}",#22d3ee
PH137404139,Batasan Hills,QUEZON CITY,"{'lat': 14.68397553678952, 'lng': 121.09809722478956}",#22d3ee
PH137404140,Holy Spirit,QUEZON CITY,"{'lat': 14.684832037093802, 'lng': 121.07771487893754}",#fb7185
PH137404141,Greater Lagro,QUEZON CITY,"{'lat': 14.720660905318237, 'lng': 121.0655089269849}",#a78bfa
PH137404142,North Fairview,QUEZON CITY,"{'lat': 14.712692389428623, 'lng': 121.06162128052385}",#f472b6
PH137405001,Addition Hills,CITY OF SAN JUAN,"{'lat': 14.59398610170005, 'lng': 121.03814724955005}",#a3e635
PH137405002,Balong-Bato,CITY OF SAN JUAN,"{'lat': 14.608479295400048, 'lng': 121.02586841010009}",#94a3b8
PH137405003,Batis,CITY OF SAN JUAN,"{'lat': 14.600518286642918, 'lng': 121.02550826950007}",#a3e635
PH137405004,Corazon De Jesus,CITY OF SAN JUAN,"{'lat': 14.60607501878266, 'lng': 121.03190842717397}",#e879f9
PH137405005,Ermitaño,CITY OF SAN JUAN,"{'lat': 14.611509081583387, 'lng': 121.03021569366672}",#a3e635
PH137405006,Halo-halo (St. Joseph),CITY OF SAN JUAN,"{'lat': 14.602954567857191, 'lng': 121.03234431300005}",#a78bfa
